regiao,estado,municipio,data,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos
Nordeste,RN,,2021-04-01,3506853.0,197076.0,815,4548,41
Nordeste,SE,,2021-04-01,2298696.0,175582.0,982,3525,24
Nordeste,MA,,2021-04-01,7075181.0,243720.0,1319,6108,38
Nordeste,BA,,2021-04-01,14873064.0,808461.0,4797,15472,142
Nordeste,CE,,2021-04-01,9132078.0,541227.0,2926,14167,143
Nordeste,PI,,2021-04-01,3273227.0,206631.0,1626,4141,37
Nordeste,AL,,2021-04-01,3337357.0,154199.0,709,3576,22
Nordeste,PE,,2021-04-01,9557071.0,352218.0,2987,12249,74
Nordeste,PB,,2021-04-01,4018127.0,260484.0,1311,5791,47
Nordeste,PE,,2021-04-02,9557071.0,353997.0,1779,12295,46
Nordeste,RN,,2021-04-02,3506853.0,197994.0,918,4588,40
Nordeste,AL,,2021-04-02,3337357.0,154819.0,620,3598,22
Nordeste,BA,,2021-04-02,14873064.0,811808.0,3347,15599,127
Nordeste,PB,,2021-04-02,4018127.0,261711.0,1227,5820,29
Nordeste,PI,,2021-04-02,3273227.0,207837.0,1206,4181,40
Nordeste,SE,,2021-04-02,2298696.0,176357.0,775,3550,25
Nordeste,CE,,2021-04-02,9132078.0,543754.0,2527,14268,101
Nordeste,MA,,2021-04-02,7075181.0,244340.0,620,6149,41
Nordeste,PB,,2021-04-03,4018127.0,262500.0,789,5866,46
Nordeste,BA,,2021-04-03,14873064.0,813794.0,1986,15660,61
Nordeste,MA,,2021-04-03,7075181.0,244563.0,223,6191,42
Nordeste,PE,,2021-04-03,9557071.0,354982.0,985,12349,54
Nordeste,PI,,2021-04-03,3273227.0,208974.0,1137,4212,31
Nordeste,RN,,2021-04-03,3506853.0,199070.0,1076,4616,28
Nordeste,AL,,2021-04-03,3337357.0,155810.0,991,3620,22
Nordeste,SE,,2021-04-03,2298696.0,177261.0,904,3572,22
Nordeste,CE,,2021-04-03,9132078.0,548635.0,4881,14334,66
Nordeste,PB,,2021-04-04,4018127.0,263581.0,1081,5906,40
Nordeste,CE,,2021-04-04,9132078.0,552009.0,3374,14407,73
Nordeste,AL,,2021-04-04,3337357.0,156239.0,429,3643,23
Nordeste,RN,,2021-04-04,3506853.0,199644.0,574,4629,13
Nordeste,SE,,2021-04-04,2298696.0,178301.0,1040,3592,20
Nordeste,MA,,2021-04-04,7075181.0,244754.0,191,6236,45
Nordeste,PE,,2021-04-04,9557071.0,355617.0,635,12377,28
Nordeste,BA,,2021-04-04,14873064.0,815649.0,1855,15710,50
Nordeste,PI,,2021-04-04,3273227.0,209874.0,900,4240,28
Nordeste,MA,,2021-04-05,7075181.0,244995.0,241,6278,42
Nordeste,PB,,2021-04-05,4018127.0,264640.0,1059,5949,43
Nordeste,PE,,2021-04-05,9557071.0,356326.0,709,12421,44
Nordeste,RN,,2021-04-05,3506853.0,199748.0,104,4641,12
Nordeste,AL,,2021-04-05,3337357.0,156522.0,283,3665,22
Nordeste,SE,,2021-04-05,2298696.0,179278.0,977,3617,25
Nordeste,CE,,2021-04-05,9132078.0,552009.0,0,14407,0
Nordeste,BA,,2021-04-05,14873064.0,817722.0,2073,15796,86
Nordeste,PI,,2021-04-05,3273227.0,210843.0,969,4268,28
Nordeste,SE,,2021-04-06,2298696.0,179790.0,512,3642,25
Nordeste,CE,,2021-04-06,9132078.0,559431.0,7422,14692,285
Nordeste,AL,,2021-04-06,3337357.0,157330.0,808,3688,23
Nordeste,PE,,2021-04-06,9557071.0,358505.0,2179,12479,58
Nordeste,PI,,2021-04-06,3273227.0,212347.0,1504,4298,30
Nordeste,RN,,2021-04-06,3506853.0,200779.0,1031,4710,69
Nordeste,PB,,2021-04-06,4018127.0,265457.0,817,6001,52
Nordeste,MA,,2021-04-06,7075181.0,245765.0,770,6321,43
Nordeste,BA,,2021-04-06,14873064.0,821303.0,3581,15918,122
Nordeste,AL,,2021-04-07,3337357.0,158069.0,739,3710,22
Nordeste,PI,,2021-04-07,3273227.0,213660.0,1313,4341,43
Nordeste,PE,,2021-04-07,9557071.0,361470.0,2965,12541,62
Nordeste,SE,,2021-04-07,2298696.0,180483.0,693,3668,26
Nordeste,RN,,2021-04-07,3506853.0,201737.0,958,4786,76
Nordeste,CE,,2021-04-07,9132078.0,564524.0,5093,14884,192
Nordeste,PB,,2021-04-07,4018127.0,267008.0,1551,6050,49
Nordeste,MA,,2021-04-07,7075181.0,246665.0,900,6369,48
Nordeste,BA,,2021-04-07,14873064.0,825015.0,3712,16107,189
Nordeste,CE,,2021-04-08,9132078.0,572618.0,8094,15059,175
Nordeste,BA,,2021-04-08,14873064.0,828466.0,3451,16232,125
Nordeste,PI,,2021-04-08,3273227.0,215140.0,1480,4379,38
Nordeste,SE,,2021-04-08,2298696.0,181312.0,829,3693,25
Nordeste,MA,,2021-04-08,7075181.0,247107.0,442,6416,47
Nordeste,PE,,2021-04-08,9557071.0,364354.0,2884,12623,82
Nordeste,PB,,2021-04-08,4018127.0,268179.0,1171,6085,35
Nordeste,AL,,2021-04-08,3337357.0,158822.0,753,3732,22
Nordeste,RN,,2021-04-08,3506853.0,203389.0,1652,4806,20
Nordeste,PB,,2021-04-09,4018127.0,269451.0,1272,6118,33
Nordeste,MA,,2021-04-09,7075181.0,247747.0,640,6465,49
Nordeste,CE,,2021-04-09,9132078.0,579930.0,7312,15278,219
Nordeste,PE,,2021-04-09,9557071.0,366346.0,1992,12686,63
Nordeste,PI,,2021-04-09,3273227.0,216352.0,1212,4425,46
Nordeste,RN,,2021-04-09,3506853.0,205249.0,1860,4835,29
Nordeste,AL,,2021-04-09,3337357.0,159511.0,689,3756,24
Nordeste,SE,,2021-04-09,2298696.0,182014.0,702,3719,26
Nordeste,BA,,2021-04-09,14873064.0,832749.0,4283,16347,115
Nordeste,AL,,2021-04-10,3337357.0,160125.0,614,3780,24
Nordeste,MA,,2021-04-10,7075181.0,248479.0,732,6512,47
Nordeste,PE,,2021-04-10,9557071.0,368700.0,2354,12744,58
Nordeste,CE,,2021-04-10,9132078.0,584619.0,4689,15427,149
Nordeste,SE,,2021-04-10,2298696.0,183112.0,1098,3744,25
Nordeste,BA,,2021-04-10,14873064.0,835962.0,3213,16445,98
Nordeste,RN,,2021-04-10,3506853.0,206360.0,1111,4868,33
Nordeste,PB,,2021-04-10,4018127.0,270931.0,1480,6157,39
Nordeste,PI,,2021-04-10,3273227.0,217333.0,981,4462,37
Nordeste,MA,,2021-04-11,7075181.0,249433.0,954,6557,45
Nordeste,CE,,2021-04-11,9132078.0,586078.0,1459,15441,14
Nordeste,BA,,2021-04-11,14873064.0,839395.0,3433,16516,71
Nordeste,AL,,2021-04-11,3337357.0,161353.0,1228,3802,22
Nordeste,PB,,2021-04-11,4018127.0,271325.0,394,6176,19
Nordeste,PE,,2021-04-11,9557071.0,369487.0,787,12803,59
Nordeste,SE,,2021-04-11,2298696.0,184113.0,1001,3770,26
Nordeste,PI,,2021-04-11,3273227.0,218653.0,1320,4493,31
Nordeste,RN,,2021-04-11,3506853.0,207457.0,1097,4884,16
Nordeste,MA,,2021-04-12,7075181.0,250868.0,1435,6601,44
Nordeste,AL,,2021-04-12,3337357.0,161502.0,149,3826,24
Nordeste,PI,,2021-04-12,3273227.0,219366.0,713,4529,36
Nordeste,PE,,2021-04-12,9557071.0,370225.0,738,12837,34
Nordeste,CE,,2021-04-12,9132078.0,591294.0,5216,15533,92
Nordeste,RN,,2021-04-12,3506853.0,207825.0,368,4908,24
Nordeste,BA,,2021-04-12,14873064.0,840976.0,1581,16611,95
Nordeste,PB,,2021-04-12,4018127.0,272811.0,1486,6234,58
Nordeste,SE,,2021-04-12,2298696.0,184959.0,846,3796,26
Nordeste,AL,,2021-04-13,3337357.0,162216.0,714,3850,24
Nordeste,PE,,2021-04-13,9557071.0,372756.0,2531,12905,68
Nordeste,SE,,2021-04-13,2298696.0,186018.0,1059,3822,26
Nordeste,PI,,2021-04-13,3273227.0,220336.0,970,4586,57
Nordeste,PB,,2021-04-13,4018127.0,274083.0,1272,6274,40
Nordeste,RN,,2021-04-13,3506853.0,208595.0,770,4947,39
Nordeste,BA,,2021-04-13,14873064.0,845080.0,4104,16713,102
Nordeste,CE,,2021-04-13,9132078.0,597518.0,6224,15650,117
Nordeste,MA,,2021-04-13,7075181.0,251676.0,808,6647,46
Nordeste,PE,,2021-04-14,9557071.0,375115.0,2359,12988,83
Nordeste,BA,,2021-04-14,14873064.0,848627.0,3547,16859,146
Nordeste,MA,,2021-04-14,7075181.0,252458.0,782,6691,44
Nordeste,SE,,2021-04-14,2298696.0,186983.0,965,3849,27
Nordeste,CE,,2021-04-14,9132078.0,597518.0,0,15650,0
Nordeste,PB,,2021-04-14,4018127.0,275301.0,1218,6316,42
Nordeste,PI,,2021-04-14,3273227.0,221617.0,1281,4633,47
Nordeste,RN,,2021-04-14,3506853.0,209415.0,820,4983,36
Nordeste,AL,,2021-04-14,3337357.0,163018.0,802,3874,24
Nordeste,PI,,2021-04-15,3273227.0,223251.0,1634,4659,26
Nordeste,CE,,2021-04-15,9132078.0,597518.0,0,15650,0
Nordeste,RN,,2021-04-15,3506853.0,210458.0,1043,5019,36
Nordeste,BA,,2021-04-15,14873064.0,852458.0,3831,17000,141
Nordeste,SE,,2021-04-15,2298696.0,187656.0,673,3876,27
Nordeste,PE,,2021-04-15,9557071.0,376983.0,1868,13051,63
Nordeste,MA,,2021-04-15,7075181.0,252848.0,390,6737,46
Nordeste,AL,,2021-04-15,3337357.0,163807.0,789,3898,24
Nordeste,PB,,2021-04-15,4018127.0,276669.0,1368,6347,31
Nordeste,PI,,2021-04-16,3273227.0,224790.0,1539,4693,34
Nordeste,AL,,2021-04-16,3337357.0,164404.0,597,3921,23
Nordeste,PB,,2021-04-16,4018127.0,277793.0,1124,6388,41
Nordeste,PE,,2021-04-16,9557071.0,378852.0,1869,13102,51
Nordeste,BA,,2021-04-16,14873064.0,855871.0,3413,17134,134
Nordeste,MA,,2021-04-16,7075181.0,254189.0,1341,6783,46
Nordeste,RN,,2021-04-16,3506853.0,211050.0,592,5045,26
Nordeste,CE,,2021-04-16,9132078.0,609849.0,12331,16075,425
Nordeste,SE,,2021-04-16,2298696.0,188659.0,1003,3903,27
Nordeste,MA,,2021-04-17,7075181.0,255281.0,1092,6824,41
Nordeste,RN,,2021-04-17,3506853.0,211890.0,840,5093,48
Nordeste,PI,,2021-04-17,3273227.0,225796.0,1006,4731,38
Nordeste,PE,,2021-04-17,9557071.0,380818.0,1966,13179,77
Nordeste,CE,,2021-04-17,9132078.0,616022.0,6173,16163,88
Nordeste,AL,,2021-04-17,3337357.0,165461.0,1057,3944,23
Nordeste,BA,,2021-04-17,14873064.0,859760.0,3889,17228,94
Nordeste,SE,,2021-04-17,2298696.0,189573.0,914,3929,26
Nordeste,PB,,2021-04-17,4018127.0,279170.0,1377,6414,26
Nordeste,BA,,2021-04-18,14873064.0,862334.0,2574,17303,75
Nordeste,MA,,2021-04-18,7075181.0,255998.0,717,6866,42
Nordeste,CE,,2021-04-18,9132078.0,622765.0,6743,16218,55
Nordeste,PE,,2021-04-18,9557071.0,382164.0,1346,13212,33
Nordeste,PB,,2021-04-18,4018127.0,280063.0,893,6444,30
Nordeste,PI,,2021-04-18,3273227.0,226624.0,828,4758,27
Nordeste,RN,,2021-04-18,3506853.0,212692.0,802,5106,13
Nordeste,AL,,2021-04-18,3337357.0,166708.0,1247,3968,24
Nordeste,SE,,2021-04-18,2298696.0,190234.0,661,3955,26
Nordeste,PE,,2021-04-19,9557071.0,383184.0,1020,13248,36
Nordeste,PI,,2021-04-19,3273227.0,227910.0,1286,4780,22
Nordeste,CE,,2021-04-19,9132078.0,623047.0,282,16235,17
Nordeste,RN,,2021-04-19,3506853.0,213447.0,755,5126,20
Nordeste,AL,,2021-04-19,3337357.0,167039.0,331,3991,23
Nordeste,BA,,2021-04-19,14873064.0,863764.0,1430,17371,68
Nordeste,MA,,2021-04-19,7075181.0,257369.0,1371,6907,41
Nordeste,SE,,2021-04-19,2298696.0,191537.0,1303,3982,27
Nordeste,PB,,2021-04-19,4018127.0,280967.0,904,6478,34
Nordeste,RN,,2021-04-20,3506853.0,213668.0,221,5156,30
Nordeste,PB,,2021-04-20,4018127.0,282039.0,1072,6520,42
Nordeste,PE,,2021-04-20,9557071.0,386027.0,2843,13317,69
Nordeste,MA,,2021-04-20,7075181.0,258651.0,1282,6951,44
Nordeste,CE,,2021-04-20,9132078.0,623781.0,734,16307,72
Nordeste,SE,,2021-04-20,2298696.0,192542.0,1005,4009,27
Nordeste,PI,,2021-04-20,3273227.0,229291.0,1381,4802,22
Nordeste,AL,,2021-04-20,3337357.0,167401.0,362,4014,23
Nordeste,BA,,2021-04-20,14873064.0,868047.0,4283,17456,85
Nordeste,CE,,2021-04-21,9132078.0,631936.0,8155,16572,265
Nordeste,AL,,2021-04-21,3337357.0,168272.0,871,4034,20
Nordeste,MA,,2021-04-21,7075181.0,259569.0,918,6991,40
Nordeste,PE,,2021-04-21,9557071.0,388507.0,2480,13380,63
Nordeste,BA,,2021-04-21,14873064.0,871672.0,3625,17574,118
Nordeste,PI,,2021-04-21,3273227.0,230952.0,1661,4830,28
Nordeste,RN,,2021-04-21,3506853.0,214488.0,820,5185,29
Nordeste,PB,,2021-04-21,4018127.0,283147.0,1108,6549,29
Nordeste,SE,,2021-04-21,2298696.0,193271.0,729,4034,25
Nordeste,BA,,2021-04-22,14873064.0,873832.0,2160,17687,113
Nordeste,MA,,2021-04-22,7075181.0,260305.0,736,7032,41
Nordeste,PE,,2021-04-22,9557071.0,389709.0,1202,13425,45
Nordeste,SE,,2021-04-22,2298696.0,194312.0,1041,4061,27
Nordeste,PB,,2021-04-22,4018127.0,284189.0,1042,6576,27
Nordeste,RN,,2021-04-22,3506853.0,214974.0,486,5222,37
Nordeste,PI,,2021-04-22,3273227.0,232049.0,1097,4858,28
Nordeste,CE,,2021-04-22,9132078.0,638199.0,6263,16635,63
Nordeste,AL,,2021-04-22,3337357.0,168747.0,475,4054,20
Nordeste,BA,,2021-04-23,14873064.0,877484.0,3652,17804,117
Nordeste,PB,,2021-04-23,4018127.0,285323.0,1134,6607,31
Nordeste,CE,,2021-04-23,9132078.0,641230.0,3031,16790,155
Nordeste,PE,,2021-04-23,9557071.0,391740.0,2031,13524,99
Nordeste,SE,,2021-04-23,2298696.0,195191.0,879,4088,27
Nordeste,PI,,2021-04-23,3273227.0,233228.0,1179,4886,28
Nordeste,AL,,2021-04-23,3337357.0,169265.0,518,4074,20
Nordeste,RN,,2021-04-23,3506853.0,215824.0,850,5254,32
Nordeste,MA,,2021-04-23,7075181.0,261350.0,1045,7063,31
Nordeste,MA,,2021-04-24,7075181.0,261649.0,299,7094,31
Nordeste,PI,,2021-04-24,3273227.0,234401.0,1173,4919,33
Nordeste,CE,,2021-04-24,9132078.0,648344.0,7114,16957,167
Nordeste,PB,,2021-04-24,4018127.0,286338.0,1015,6629,22
Nordeste,BA,,2021-04-24,14873064.0,880803.0,3319,17908,104
Nordeste,RN,,2021-04-24,3506853.0,216902.0,1078,5309,55
Nordeste,SE,,2021-04-24,2298696.0,195993.0,802,4115,27
Nordeste,PE,,2021-04-24,9557071.0,393829.0,2089,13570,46
Nordeste,AL,,2021-04-24,3337357.0,170138.0,873,4096,22
Nordeste,BA,,2021-04-25,14873064.0,884044.0,3241,18003,95
Nordeste,SE,,2021-04-25,2298696.0,196699.0,706,4137,22
Nordeste,PE,,2021-04-25,9557071.0,395563.0,1734,13640,70
Nordeste,PB,,2021-04-25,4018127.0,287340.0,1002,6648,19
Nordeste,RN,,2021-04-25,3506853.0,218045.0,1143,5322,13
Nordeste,MA,,2021-04-25,7075181.0,261860.0,211,7099,5
Nordeste,PI,,2021-04-25,3273227.0,235203.0,802,4955,36
Nordeste,AL,,2021-04-25,3337357.0,170611.0,473,4117,21
Nordeste,CE,,2021-04-25,9132078.0,650846.0,2502,16988,31
Nordeste,SE,,2021-04-26,2298696.0,197562.0,863,4165,28
Nordeste,BA,,2021-04-26,14873064.0,885855.0,1811,18087,84
Nordeste,PB,,2021-04-26,4018127.0,288282.0,942,6676,28
Nordeste,PE,,2021-04-26,9557071.0,396841.0,1278,13687,47
Nordeste,PI,,2021-04-26,3273227.0,235682.0,479,4985,30
Nordeste,CE,,2021-04-26,9132078.0,655133.0,4287,17028,40
Nordeste,AL,,2021-04-26,3337357.0,170902.0,291,4138,21
Nordeste,RN,,2021-04-26,3506853.0,219191.0,1146,5338,16
Nordeste,MA,,2021-04-26,7075181.0,262246.0,386,7129,30
Nordeste,PI,,2021-04-27,3273227.0,236596.0,914,5020,35
Nordeste,AL,,2021-04-27,3337357.0,171648.0,746,4159,21
Nordeste,SE,,2021-04-27,2298696.0,198743.0,1181,4192,27
Nordeste,CE,,2021-04-27,9132078.0,660911.0,5778,17155,127
Nordeste,MA,,2021-04-27,7075181.0,263373.0,1127,7164,35
Nordeste,RN,,2021-04-27,3506853.0,219748.0,557,5373,35
Nordeste,PE,,2021-04-27,9557071.0,399437.0,2596,13762,75
Nordeste,PB,,2021-04-27,4018127.0,289319.0,1037,6722,46
Nordeste,BA,,2021-04-27,14873064.0,889931.0,4076,18194,107
Nordeste,PI,,2021-04-28,3273227.0,237845.0,1249,5046,26
Nordeste,MA,,2021-04-28,7075181.0,264625.0,1252,7199,35
Nordeste,SE,,2021-04-28,2298696.0,200024.0,1281,4218,26
Nordeste,PE,,2021-04-28,9557071.0,402157.0,2720,13868,106
Nordeste,AL,,2021-04-28,3337357.0,172322.0,674,4180,21
Nordeste,CE,,2021-04-28,9132078.0,664449.0,3538,17280,125
Nordeste,BA,,2021-04-28,14873064.0,893276.0,3345,18298,104
Nordeste,RN,,2021-04-28,3506853.0,220783.0,1035,5401,28
Nordeste,PB,,2021-04-28,4018127.0,290547.0,1228,6753,31
Nordeste,CE,,2021-04-29,9132078.0,667528.0,3079,17418,138
Nordeste,RN,,2021-04-29,3506853.0,221868.0,1085,5446,45
Nordeste,MA,,2021-04-29,7075181.0,265865.0,1240,7237,38
Nordeste,PI,,2021-04-29,3273227.0,239008.0,1163,5067,21
Nordeste,BA,,2021-04-29,14873064.0,897273.0,3997,18391,93
Nordeste,AL,,2021-04-29,3337357.0,173121.0,799,4200,20
Nordeste,PE,,2021-04-29,9557071.0,404668.0,2511,13967,99
Nordeste,PB,,2021-04-29,4018127.0,291559.0,1012,6774,21
Nordeste,SE,,2021-04-29,2298696.0,201124.0,1100,4246,28
Nordeste,CE,,2021-04-30,9132078.0,667528.0,0,17418,0
Nordeste,AL,,2021-04-30,3337357.0,173662.0,541,4220,20
Nordeste,RN,,2021-04-30,3506853.0,222975.0,1107,5460,14
Nordeste,SE,,2021-04-30,2298696.0,201779.0,655,4274,28
Nordeste,PB,,2021-04-30,4018127.0,292669.0,1110,6796,22
Nordeste,BA,,2021-04-30,14873064.0,900841.0,3568,18477,86
Nordeste,PI,,2021-04-30,3273227.0,240420.0,1412,5101,34
Nordeste,PE,,2021-04-30,9557071.0,406585.0,1917,14038,71
Nordeste,MA,,2021-04-30,7075181.0,266910.0,1045,7276,39
Nordeste,BA,,2021-05-01,14873064.0,905113.0,4272,18561,84
Nordeste,SE,,2021-05-01,2298696.0,203036.0,1257,4302,28
Nordeste,CE,,2021-05-01,9132078.0,677152.0,9624,17767,349
Nordeste,AL,,2021-05-01,3337357.0,174476.0,814,4240,20
Nordeste,PI,,2021-05-01,3273227.0,240868.0,448,5124,23
Nordeste,PE,,2021-05-01,9557071.0,408763.0,2178,14128,90
Nordeste,PB,,2021-05-01,4018127.0,293717.0,1048,6819,23
Nordeste,MA,,2021-05-01,7075181.0,267548.0,638,7311,35
Nordeste,RN,,2021-05-01,3506853.0,224245.0,1270,5483,23
Nordeste,PB,,2021-05-02,4018127.0,294672.0,955,6844,25
Nordeste,AL,,2021-05-02,3337357.0,175169.0,693,4258,18
Nordeste,PI,,2021-05-02,3273227.0,242336.0,1468,5154,30
Nordeste,PE,,2021-05-02,9557071.0,409493.0,730,14180,52
Nordeste,MA,,2021-05-02,7075181.0,267635.0,87,7331,20
Nordeste,RN,,2021-05-02,3506853.0,225281.0,1036,5499,16
Nordeste,BA,,2021-05-02,14873064.0,907121.0,2008,18641,80
Nordeste,CE,,2021-05-02,9132078.0,677403.0,251,17767,0
Nordeste,SE,,2021-05-02,2298696.0,204134.0,1098,4329,27
Nordeste,MA,,2021-05-03,7075181.0,268016.0,381,7366,35
Nordeste,AL,,2021-05-03,3337357.0,175415.0,246,4275,17
Nordeste,BA,,2021-05-03,14873064.0,909912.0,2791,18730,89
Nordeste,SE,,2021-05-03,2298696.0,205209.0,1075,4357,28
Nordeste,PB,,2021-05-03,4018127.0,295458.0,786,6872,28
Nordeste,CE,,2021-05-03,9132078.0,678271.0,868,17799,32
Nordeste,PE,,2021-05-03,9557071.0,410453.0,960,14206,26
Nordeste,RN,,2021-05-03,3506853.0,225609.0,328,5525,26
Nordeste,PI,,2021-05-03,3273227.0,242934.0,598,5182,28
Nordeste,PB,,2021-05-04,4018127.0,296587.0,1129,6912,40
Nordeste,SE,,2021-05-04,2298696.0,206081.0,872,4384,27
Nordeste,PE,,2021-05-04,9557071.0,412786.0,2333,14279,73
Nordeste,RN,,2021-05-04,3506853.0,226160.0,551,5547,22
Nordeste,PI,,2021-05-04,3273227.0,243972.0,1038,5203,21
Nordeste,BA,,2021-05-04,14873064.0,913020.0,3108,18812,82
Nordeste,MA,,2021-05-04,7075181.0,268997.0,981,7403,37
Nordeste,AL,,2021-05-04,3337357.0,175946.0,531,4293,18
Nordeste,CE,,2021-05-04,9132078.0,690578.0,12307,18024,225
Nordeste,AL,,2021-05-05,3337357.0,176835.0,889,4311,18
Nordeste,PE,,2021-05-05,9557071.0,414929.0,2143,14333,54
Nordeste,BA,,2021-05-05,14873064.0,916951.0,3931,18897,85
Nordeste,SE,,2021-05-05,2298696.0,207326.0,1245,4412,28
Nordeste,PB,,2021-05-05,4018127.0,297586.0,999,6939,27
Nordeste,MA,,2021-05-05,7075181.0,270139.0,1142,7438,35
Nordeste,PI,,2021-05-05,3273227.0,245160.0,1188,5235,32
Nordeste,RN,,2021-05-05,3506853.0,227194.0,1034,5580,33
Nordeste,CE,,2021-05-05,9132078.0,693300.0,2722,18098,74
Nordeste,CE,,2021-05-06,9132078.0,697560.0,4260,18167,69
Nordeste,BA,,2021-05-06,14873064.0,920422.0,3471,18980,83
Nordeste,SE,,2021-05-06,2298696.0,208357.0,1031,4441,29
Nordeste,RN,,2021-05-06,3506853.0,228077.0,883,5599,19
Nordeste,PE,,2021-05-06,9557071.0,418003.0,3074,14385,52
Nordeste,PB,,2021-05-06,4018127.0,298776.0,1190,6964,25
Nordeste,PI,,2021-05-06,3273227.0,246871.0,1711,5260,25
Nordeste,AL,,2021-05-06,3337357.0,177434.0,599,4329,18
Nordeste,MA,,2021-05-06,7075181.0,271266.0,1127,7473,35
Nordeste,PE,,2021-05-07,9557071.0,420766.0,2763,14434,49
Nordeste,BA,,2021-05-07,14873064.0,925001.0,4579,19071,91
Nordeste,PI,,2021-05-07,3273227.0,248237.0,1366,5296,36
Nordeste,AL,,2021-05-07,3337357.0,178288.0,854,4347,18
Nordeste,MA,,2021-05-07,7075181.0,272523.0,1257,7503,30
Nordeste,RN,,2021-05-07,3506853.0,229352.0,1275,5619,20
Nordeste,CE,,2021-05-07,9132078.0,701558.0,3998,18265,98
Nordeste,SE,,2021-05-07,2298696.0,209432.0,1075,4469,28
Nordeste,PB,,2021-05-07,4018127.0,299903.0,1127,6996,32
Nordeste,MA,,2021-05-08,7075181.0,273217.0,694,7526,23
Nordeste,CE,,2021-05-08,9132078.0,706540.0,4982,18429,164
Nordeste,BA,,2021-05-08,14873064.0,928437.0,3436,19165,94
Nordeste,SE,,2021-05-08,2298696.0,210319.0,887,4498,29
Nordeste,PE,,2021-05-08,9557071.0,423689.0,2923,14491,57
Nordeste,AL,,2021-05-08,3337357.0,178913.0,625,4364,17
Nordeste,RN,,2021-05-08,3506853.0,230663.0,1311,5634,15
Nordeste,PI,,2021-05-08,3273227.0,249340.0,1103,5324,28
Nordeste,PB,,2021-05-08,4018127.0,300985.0,1082,7018,22
Nordeste,PI,,2021-05-09,3273227.0,250222.0,882,5351,27
Nordeste,CE,,2021-05-09,9132078.0,716862.0,10322,18538,109
Nordeste,RN,,2021-05-09,3506853.0,231512.0,849,5647,13
Nordeste,MA,,2021-05-09,7075181.0,273303.0,86,7532,6
Nordeste,PE,,2021-05-09,9557071.0,424582.0,893,14518,27
Nordeste,SE,,2021-05-09,2298696.0,211032.0,713,4526,28
Nordeste,BA,,2021-05-09,14873064.0,930593.0,2156,19239,74
Nordeste,PB,,2021-05-09,4018127.0,301885.0,900,7039,21
Nordeste,AL,,2021-05-09,3337357.0,180103.0,1190,4381,17
Nordeste,PI,,2021-05-10,3273227.0,250728.0,506,5376,25
Nordeste,RN,,2021-05-10,3506853.0,231852.0,340,5655,8
Nordeste,BA,,2021-05-10,14873064.0,932031.0,1438,19320,81
Nordeste,PB,,2021-05-10,4018127.0,302701.0,816,7055,16
Nordeste,PE,,2021-05-10,9557071.0,426410.0,1828,14550,32
Nordeste,CE,,2021-05-10,9132078.0,716862.0,0,18538,0
Nordeste,SE,,2021-05-10,2298696.0,211868.0,836,4554,28
Nordeste,AL,,2021-05-10,3337357.0,180409.0,306,4397,16
Nordeste,MA,,2021-05-10,7075181.0,273658.0,355,7553,21
Nordeste,AL,,2021-05-11,3337357.0,180975.0,566,4413,16
Nordeste,CE,,2021-05-11,9132078.0,722420.0,5558,18598,60
Nordeste,PB,,2021-05-11,4018127.0,303633.0,932,7087,32
Nordeste,PE,,2021-05-11,9557071.0,429187.0,2777,14639,89
Nordeste,RN,,2021-05-11,3506853.0,235453.0,3601,5701,46
Nordeste,SE,,2021-05-11,2298696.0,213061.0,1193,4583,29
Nordeste,BA,,2021-05-11,14873064.0,936275.0,4244,19411,91
Nordeste,MA,,2021-05-11,7075181.0,274799.0,1141,7583,30
Nordeste,PI,,2021-05-11,3273227.0,251648.0,920,5397,21
Nordeste,PE,,2021-05-12,9557071.0,431613.0,2426,14719,80
Nordeste,AL,,2021-05-12,3337357.0,181659.0,684,4429,16
Nordeste,SE,,2021-05-12,2298696.0,213763.0,702,4612,29
Nordeste,MA,,2021-05-12,7075181.0,276062.0,1263,7612,29
Nordeste,RN,,2021-05-12,3506853.0,238142.0,2689,5740,39
Nordeste,PB,,2021-05-12,4018127.0,305050.0,1417,7122,35
Nordeste,CE,,2021-05-12,9132078.0,727045.0,4625,18763,165
Nordeste,PI,,2021-05-12,3273227.0,253188.0,1540,5423,26
Nordeste,BA,,2021-05-12,14873064.0,940584.0,4309,19503,92
Nordeste,PB,,2021-05-13,4018127.0,306177.0,1127,7150,28
Nordeste,BA,,2021-05-13,14873064.0,944724.0,4140,19624,121
Nordeste,AL,,2021-05-13,3337357.0,182433.0,774,4446,17
Nordeste,PI,,2021-05-13,3273227.0,254270.0,1082,5447,24
Nordeste,RN,,2021-05-13,3506853.0,240269.0,2127,5771,31
Nordeste,CE,,2021-05-13,9132078.0,730521.0,3476,18915,152
Nordeste,PE,,2021-05-13,9557071.0,434808.0,3195,14798,79
Nordeste,MA,,2021-05-13,7075181.0,277166.0,1104,7644,32
Nordeste,SE,,2021-05-13,2298696.0,214662.0,899,4640,28
Nordeste,AL,,2021-05-14,3337357.0,182969.0,536,4462,16
Nordeste,RN,,2021-05-14,3506853.0,247512.0,7243,5785,14
Nordeste,PB,,2021-05-14,4018127.0,307542.0,1365,7178,28
Nordeste,BA,,2021-05-14,14873064.0,948753.0,4029,19739,115
